y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI
01,96,AL,AL Total Migration-US and Foreign,55668,113649,3058064
01,97,AL,AL Total Migration-US,54873,111668,3010171
01,98,AL,AL Total Migration-Foreign,795,1981,47892
01,97,AL,AL Total Migration-Same State,71530,148378,3510398
01,01,AL,AL Non-migrants,1557431,3431227,98499373
01,13,GA,Georgia,9625,19361,459014
01,12,FL,Florida,8189,16218,450844
01,47,TN,Tennessee,5283,10650,299760
01,48,TX,Texas,4330,9244,255594
01,28,MS,Mississippi,2925,6115,131741
01,37,NC,North Carolina,2181,4524,133927
01,06,CA,California,1914,3459,101427
01,51,VA,Virginia,1642,3531,108556
01,22,LA,Louisiana,1303,2664,74572
01,45,SC,South Carolina,1294,2839,88580
01,08,CO,Colorado,1180,2383,69315
01,39,OH,Ohio,1097,2244,57446
01,21,KY,Kentucky,957,2099,54801
01,17,IL,Illinois,942,1763,50551
01,26,MI,Michigan,934,1827,49961
01,36,NY,New York,927,1775,47132
01,53,WA,Washington,819,1761,47825
01,57,FR,Foreign,795,1981,47892
01,18,IN,Indiana,772,1564,38986
01,04,AZ,Arizona,697,1440,42694
01,29,MO,Missouri,691,1473,40118
01,42,PA,Pennsylvania,664,1288,41555
01,24,MD,Maryland,595,1178,39442
01,05,AR,Arkansas,499,1067,25599
01,40,OK,Oklahoma,434,951,22493
01,20,KS,Kansas,417,1024,23386
01,25,MA,Massachusetts,358,627,23219
01,15,HI,Hawaii,328,798,17742
01,34,NJ,New Jersey,325,608,16601
01,32,NV,Nevada,301,593,21210
01,55,WI,Wisconsin,301,589,13869
01,41,OR,Oregon,282,483,14312
01,27,MN,Minnesota,262,495,15539
01,02,AK,Alaska,244,559,13252
01,49,UT,Utah,234,559,14933
01,19,IA,Iowa,231,481,10887
01,35,NM,New Mexico,228,498,11998
01,09,CT,Connecticut,188,384,12358
01,11,DC,District Of Columbia,158,229,10002
01,31,NE,Nebraska,152,331,8005
